spatial_clustering,network_homophily,cross_cultural_friendship_share,mean_stress,mean_stress_active,isolation_rate,active_social_ties,friendship_count,mean_tie_strength,ties_created_total,ties_removed_total,mean_cultural_dist,scenario,intervention,seed,tick,run
0.785421686746988,0.3137254901960784,0.6862745098039216,0.05913996726425191,0.02454899798480848,0.06,1224,1224,1.035544891640135,2100,876,0.23606402547578267,balanced,False,21013,300,13
0.85940065681445,0.34760522496371554,0.6523947750362844,0.03380948949924554,0.007972002149513687,0.044,1378,1378,1.0031780148865388,2376,998,0.2179133052172818,balanced,False,21014,300,14
0.82820813771518,0.3253012048192771,0.6746987951807228,0.05700034186331478,0.012034693192826424,0.08,1328,1328,1.0591632568811955,2275,947,0.2303196253672204,balanced,False,21015,300,15
0.8673758865248227,0.3472012102874433,0.6527987897125567,0.028709924775873502,0.010172764611569032,0.034,1322,1322,1.0491330608416998,2217,895,0.22031773529404233,balanced,False,21016,300,16
0.8330128205128204,0.33555555555555555,0.6644444444444444,0.03676600608282828,0.012517301225002251,0.042,1350,1350,1.0392167438387936,2317,967,0.22472561459190987,balanced,False,21017,300,17
0.8295363709032773,0.30892143808255657,0.6910785619174434,0.03203898455518902,0.012601344659262955,0.036,1502,1502,1.0431306073323536,2559,1057,0.21714223398838745,balanced,False,21018,300,18
0.8414893617021275,0.3021276595744681,0.6978723404255319,0.026726777444069767,0.007287130372368632,0.036,1410,1410,1.036352849843285,2359,949,0.2182562239550618,balanced,False,21019,300,19
0.9097454256165474,0.2601291837933059,0.739870816206694,0.007144624276566733,0.0024227853615311876,0.01,1703,1703,0.9974434108394437,3251,1548,0.20888374275196886,balanced,True,22000,300,0
0.8945368171021378,0.2614155251141553,0.7385844748858448,0.016358669608835367,0.004061065289493576,0.024,1752,1752,0.9749764420621325,3268,1516,0.2121754490335495,balanced,True,22001,300,1
0.8755868544600939,0.3082480433473811,0.6917519566526189,0.028453234139743266,0.006258676209104353,0.04,1661,1661,0.9518487147279018,3155,1494,0.21596823164983395,balanced,True,22002,300,2
0.866865552903739,0.3011976047904192,0.6988023952095808,0.02630017265223286,0.013100848170586103,0.024,1670,1670,0.9672442144039963,3201,1531,0.2124643639362207,balanced,True,22003,300,3
0.8774618585298197,0.26331538001196886,0.7366846199880311,0.013354617782400132,0.005555117282384873,0.014,1671,1671,0.9538557763051156,3197,1526,0.21145082202173976,balanced,True,22004,300,4
0.8769076305220884,0.2850985221674877,0.7149014778325122,0.01776504512120366,0.005041842085430585,0.024,1624,1624,0.957477823067232,3102,1478,0.21421685447195582,balanced,True,22005,300,5
0.8596836419753087,0.3032015065913371,0.6967984934086628,0.021154168468256716,0.0089017435164988,0.022,1593,1593,0.9608820130043843,3090,1497,0.21300255368335294,balanced,True,22006,300,6
0.816350710900474,0.2951885565669701,0.7048114434330299,0.03244924801772523,0.013727465651352135,0.036,1538,1538,0.9674333600656658,2963,1425,0.21942299081851122,balanced,True,22007,300,7
0.9076009501187648,0.2607099143206854,0.7392900856793145,0.016534112135822645,0.005173331373107168,0.02,1634,1634,0.9813369168794988,3121,1487,0.212303147716935,balanced,True,22008,300,8
0.8910947712418302,0.27802128991859737,0.7219787100814026,0.03689855486364892,0.007642981066563573,0.046,1597,1597,0.9407374902293214,3082,1485,0.21840592806083495,balanced,True,22009,300,9
0.8875097580015612,0.2733720180528691,0.7266279819471309,0.015177284355799422,0.005013427181665898,0.02,1551,1551,0.9298632564695618,3086,1535,0.2122224505722064,balanced,True,22010,300,10
0.8789473684210527,0.2954944411936805,0.7045055588063195,0.025740156202179402,0.00427252274189294,0.036,1709,1709,0.9748943375682035,3224,1515,0.2168382471189471,balanced,True,22011,300,11
0.8721955128205128,0.28240190249702735,0.7175980975029727,0.01263649966718173,0.00444624108436878,0.014,1682,1682,0.9843529608930806,3208,1526,0.2119935014712161,balanced,True,22012,300,12
0.8503731343283581,0.2889447236180904,0.7110552763819096,0.03357030897744789,0.003964639779547586,0.048,1592,1592,0.9552001831938984,3035,1443,0.22013372966305575,balanced,True,22013,300,13
0.9165878644602049,0.31516587677725116,0.6848341232227488,0.023268700886062615,0.008940437161178516,0.022,1688,1688,0.9909582820368441,3306,1618,0.20772833756173242,balanced,True,22014,300,14
0.8726104417670683,0.2815230961298377,0.7184769038701623,0.021333872028772762,0.010790078462165686,0.022,1602,1602,0.9284947412448973,3109,1507,0.2118608947290978,balanced,True,22015,300,15
0.8791569086651053,0.288260602335587,0.7117393976644131,0.019562840181079226,0.006374616302591884,0.024,1627,1627,0.9817793139658471,3193,1566,0.2118439432597792,balanced,True,22016,300,16
0.8514218009478673,0.2890207715133531,0.710979228486647,0.016029430694565184,0.005565701075737263,0.02,1685,1685,0.9532566984053731,3072,1387,0.21359744688248133,balanced,True,22017,300,17
